reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Poland,Germany,13389772,14991548,18556512
Poland,Italy,3778870,4017353,5160360
Poland,Russian Federation,4199671,3720169,4619331
Poland,France,3111213,3575217,4412901
Poland,Netherlands,2317542,2612665,3132378
Poland,Czech Republic,1729870,2053246,2336383
Poland,Belgium,1595877,1841116,2254148
Poland,United Kingdom,1872252,1975703,2375411
Poland,Sweden,1240647,1307371,1692719
Poland,Austria,1088265,1229364,1510246
Poland,China,1016094,1164615,1620253
Poland,Spain,1032804,1221290,1585477
Poland,Hungary,609392,727080,975556
Poland,Slovakia,736295,771999,1048379
Poland,Switzerland,718704,745765,850061
Poland,Denmark,815399,833981,947636
Poland,Finland,809302,721369,977013
Poland,Ukraine,497064,504970,763028
Poland,United States of America,787661,686269,758117
Poland,Japan,347778,406838,580699
Poland,"Korea, Republic of",336568,349013,382254
Poland,Belarus,248001,273280,434172
Poland,Türkiye,241234,342647,486046
Poland,Norway,372038,386640,433864
Poland,Lithuania,287067,193783,241137
Poland,Slovenia,242339,288121,351786
Poland,Ireland,285787,267175,293567
Poland,Romania,100298,106764,169348
Poland,"Hong Kong, China",207611,221537,239629
Poland,Brazil,168252,99506,76950
Poland,"Taipei, Chinese",161279,178895,216186
Poland,Kazakhstan,164157,320482,200965
Poland,Singapore,45699,65575,144910
Poland,Canada,91005,85370,130318
Poland,Argentina,32537,53481,127683
Poland,Portugal,102484,131921,168963
Poland,India,110782,99696,115449
Poland,Latvia,38359,35683,43068
Poland,Greece,116041,115552,200889
Poland,Luxembourg,84765,92517,118272
Poland,Israel,116638,87919,94947
Poland,Malaysia,57811,52108,74613
Poland,Thailand,73399,82435,84982
Poland,Indonesia,81723,111172,96216
Poland,Bulgaria,34736,41490,61837
Poland,Viet Nam,79466,67893,83634
Poland,Côte d'Ivoire,50190,78206,91901
Poland,Estonia,27178,36441,54775
Poland,South Africa,22754,20961,31527
Poland,Croatia,19791,20358,30414
Poland,Iceland,10635,14468,14612
Poland,Morocco,14406,19922,25441
Poland,Pakistan,,,24617
Poland,Serbia and Montenegro,6189,7859,
Poland,Chile,12477,5737,6758
Poland,Australia,11790,8264,12573
Poland,Syrian Arab Republic,2693,2019,0
Poland,Sri Lanka,11982,9273,12635
Poland,Saudi Arabia,404,507,5999
Poland,Costa Rica,1667,591,3246
Poland,Tunisia,12126,12141,12603
Poland,Philippines,6747,9669,8693
Poland,Bangladesh,5992,5687,9622
Poland,New Zealand,3832,5674,12723
Poland,Ecuador,24977,11593,19470
Poland,Jordan,2766,6266,9734
Poland,Mexico,19237,18185,14535
Poland,Kenya,7069,2721,8032
Poland,Oman,80,125,6418
Poland,"Moldova, Republic of",1675,2674,4471
Poland,"Iran, Islamic Republic of",3087,4831,6500
Poland,Faroe Islands,119,3058,1450
Poland,Bosnia and Herzegovina,,,4459
Poland,Uruguay,2097,2644,1899
Poland,Egypt,1068,3081,2393
Poland,Guyana,3,88,40
Poland,Malawi,805,1892,2490
Poland,Zimbabwe,0,3440,2237
Poland,Peru,6755,3321,1489
Poland,Colombia,5582,4173,6770
Poland,Jamaica,0,2,0
Poland,Ghana,1229,,2374
Poland,Azerbaijan,1507,1636,2831
Poland,"Macedonia, North",927,898,490
Poland,Uganda,286,652,3066
Poland,"Tanzania, United Republic of",1450,1573,1161
Poland,Algeria,34,774,402
Poland,Sudan (before 2012),1306,721,943
Poland,Malta,2356,364,770
Poland,Mauritius,574,669,717
Poland,Trinidad and Tobago,0,0,1740
Poland,Georgia,938,1021,231
Poland,Cyprus,290,332,633
Poland,Togo,5582,5864,763
Poland,Cambodia,289,518,663
Poland,"Macao, China",199,145,539
Poland,Panama,160,0,6180
Poland,Guinea,991,1280,
Poland,Senegal,137,13,3
Poland,Papua New Guinea,907,732,935
Poland,Paraguay,322,241,170
Poland,Zambia,223,249,137
Poland,Ethiopia,427,241,1517
Poland,Kyrgyzstan,438,269,197
Poland,Cameroon,2464,642,782
Poland,Gabon,10,81,12
Poland,Honduras,4250,4079,5031
Poland,Guatemala,1370,1935,808
Poland,Kuwait,122,64,363
Poland,Cuba,16,0,37
Poland,Yemen,,,
Poland,Namibia,70,36,106
Poland,Lebanon,920,330,326
Poland,"Venezuela, Bolivarian Republic of",55,28,3998
Poland,Albania,0,64,29
Poland,"Bolivia, Plurinational State of",48,81,0
Poland,Nicaragua,113,0,0
Poland,Mongolia,2887,,17
Poland,Madagascar,302,39,286
Poland,Dominican Republic,2,29,4
Poland,Bahrain,0,109,44
Poland,Armenia,31,46,138
Poland,Mozambique,0,0,54
Poland,Mauritania,0,0,164
Poland,Andorra,17,6,40
Poland,El Salvador,1,7,5
Poland,Fiji,,24,23
Poland,Suriname,12,,
Poland,Barbados,0,0,2
Poland,Botswana,11,2,62
Poland,Benin,0,85,0
Poland,French Polynesia,0,40,0
Poland,Gambia,0,0,11
Poland,Mali,1,216,0
Poland,Burkina Faso,20,15,2
Poland,Nepal,,,15
Poland,Central African Republic,7,3,30
