reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Romania,Germany,2742674,3071003,3993441
Romania,Italy,3000262,3403760,4362350
Romania,France,916043,1069448,1600200
Romania,Russian Federation,795690,987910,1292805
Romania,Hungary,764230,784287,1115678
Romania,Austria,614173,771689,1154680
Romania,Türkiye,392028,566497,873347
Romania,United Kingdom,492348,646111,830195
Romania,China,250414,361961,505539
Romania,Netherlands,374385,494905,642457
Romania,Ukraine,265828,337421,497425
Romania,Poland,213116,265567,445981
Romania,Belgium,327046,359557,468057
Romania,Czech Republic,233775,318493,346181
Romania,Spain,165322,227495,369698
Romania,United States of America,374477,248247,366895
Romania,Greece,356953,280826,350008
Romania,Bulgaria,128999,160002,229948
Romania,Switzerland,171787,159910,242554
Romania,Slovakia,124116,147735,214594
Romania,Sweden,126085,131531,191833
Romania,Brazil,171933,133990,246422
Romania,"Korea, Republic of",126826,160307,171330
Romania,Slovenia,58282,74733,103354
Romania,Israel,128069,111880,121101
Romania,Serbia and Montenegro,30793,53265,
Romania,"Moldova, Republic of",37941,56720,90245
Romania,India,12387,21278,38030
Romania,Ireland,46083,52911,58535
Romania,Japan,10222,19047,65430
Romania,Denmark,45983,61095,79556
Romania,"Taipei, Chinese",33571,50903,53310
Romania,Azerbaijan,9041,28354,1642
Romania,Belarus,26585,35124,43943
Romania,Croatia,4952,7691,21025
Romania,Canada,21355,23510,85069
Romania,Finland,29912,37248,56305
Romania,Portugal,18820,29832,53827
Romania,Norway,25646,32616,33274
Romania,Thailand,23273,17795,28855
Romania,"Hong Kong, China",22522,20241,30847
Romania,Kazakhstan,7837,121044,32792
Romania,Malaysia,19278,20881,26173
Romania,South Africa,17882,9009,21103
Romania,Egypt,23349,21308,19713
Romania,Guinea,0,7021,
Romania,Australia,25783,14470,38089
Romania,Indonesia,9423,13616,23453
Romania,Syrian Arab Republic,97794,120943,47448
Romania,Luxembourg,10255,5716,8936
Romania,Cyprus,10045,10168,8904
Romania,Viet Nam,6986,10566,11816
Romania,Argentina,12625,8665,15591
Romania,Lithuania,1438,2596,6617
Romania,New Zealand,498,292,473
Romania,Singapore,2331,3987,3458
Romania,Morocco,5741,5535,9212
Romania,"Iran, Islamic Republic of",5955,6152,9495
Romania,Peru,5812,6283,3103
Romania,Chile,666,512,1027
Romania,"Venezuela, Bolivarian Republic of",10436,61,3855
Romania,Pakistan,,,4440
Romania,Côte d'Ivoire,644,850,1496
Romania,Honduras,1763,2078,1471
Romania,Philippines,1191,1858,2659
Romania,Saudi Arabia,0,958,690
Romania,Mexico,1218,5836,3715
Romania,Colombia,8467,5579,2020
Romania,Kyrgyzstan,1288,2623,2632
Romania,Tunisia,2748,2802,2939
Romania,Estonia,467,923,1076
Romania,Bosnia and Herzegovina,,,289
Romania,Cuba,13018,27,8268
Romania,Latvia,224,292,2316
Romania,Lebanon,1518,1405,1761
Romania,Jordan,1283,1880,1397
Romania,"Macedonia, North",961,950,1390
Romania,Ethiopia,1620,1062,1294
Romania,Bangladesh,517,829,1939
Romania,Georgia,74,73,972
Romania,Iceland,80,125,731
Romania,Gabon,0,0,18
Romania,Cameroon,235,388,81
Romania,Sri Lanka,145,331,447
Romania,Uganda,0,62,33
Romania,Uruguay,17,106,123
Romania,Zambia,2,0,0
Romania,Sudan (before 2012),9,0,3
Romania,Mauritius,9,29,31
Romania,Kuwait,30,46,141
Romania,Armenia,0,81,13
Romania,Albania,35,59,80
Romania,Ecuador,323,1663,136
Romania,Malta,63,53,333
Romania,Zimbabwe,1,127,827
Romania,"Bolivia, Plurinational State of",104,7,22
Romania,Oman,3674,1,37
Romania,Paraguay,1966,0,61
Romania,Andorra,1,21,2
Romania,Yemen,,,
Romania,Dominican Republic,0,42,32
Romania,Malawi,0,1722,657
Romania,El Salvador,4,1,26
Romania,Mongolia,0,,0
Romania,Costa Rica,17,4,2
Romania,Cambodia,4,79,0
Romania,Algeria,31,26915,1
Romania,Guatemala,224,120,39
Romania,Kenya,3,18,395
Romania,Qatar,0,22,0
Romania,Timor-Leste,,,
Romania,Gambia,0,0,0
Romania,Trinidad and Tobago,41,0,0
Romania,Ghana,13,,165
Romania,Barbados,0,2,0
Romania,Madagascar,0,0,0
Romania,Botswana,0,5,0
Romania,French Polynesia,0,0,0
Romania,"Macao, China",12,3,1
Romania,Namibia,2,863,2
Romania,Fiji,,0,8
Romania,Bahrain,469,9,16
Romania,Brunei Darussalam,0,0,3
Romania,Burundi,4,0,0
Romania,Jamaica,0,6927,15622
Romania,Mali,3,16,7
Romania,Mozambique,0,0,0
Romania,Nicaragua,0,0,32
Romania,Senegal,0,2,6
Romania,Togo,492,534,1199
Romania,"Tanzania, United Republic of",17,7,366
Romania,Samoa,0,0,2
