reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Palau,United States of America,17220,18500,15834
Palau,Japan,6803,5593,5315
Palau,"Korea, Republic of",7066,7188,3567
Palau,"Taipei, Chinese",6199,6929,3071
Palau,Philippines,2807,2338,2464
Palau,New Zealand,134,61,200
Palau,Australia,563,604,994
Palau,China,1628,292,189
Palau,Malaysia,130,186,227
Palau,Germany,8652,222,2881
Palau,Thailand,73,149,115
Palau,Pakistan,,,147
Palau,United Kingdom,56,77,26
Palau,Austria,109,2,9
Palau,Sweden,504,43,224
Palau,Indonesia,142,537,0
Palau,India,0,0,0
Palau,Fiji,,5,11
Palau,Viet Nam,226,0,523
Palau,Sri Lanka,1,0,3
Palau,Kenya,0,0,0
Palau,France,0,53,8
Palau,Finland,0,0,0
Palau,Netherlands,19,13,0
Palau,Belgium,19,6,0
Palau,Brazil,0,0,0
Palau,Solomon Islands,0,0,0
Palau,Denmark,21,0,0
Palau,Switzerland,0,0,2
Palau,Türkiye,0,123,0
Palau,Colombia,0,259,3
Palau,Ecuador,0,7,0
Palau,Italy,105,4,0
Palau,Mozambique,82,0,0
Palau,Singapore,1178,4504,0
Palau,South Africa,0,366,0
Palau,Togo,3,0,0
Palau,Trinidad and Tobago,0,0,3
