reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Turkiye,Germany,5180828,6938449,10040618
Turkiye,Russian Federation,3246301,3358368,4807462
Turkiye,Italy,3425216,3743926,5219629
Turkiye,France,1981578,2728395,3681697
Turkiye,Switzerland,1435334,2374733,3413017
Turkiye,United Kingdom,1749635,2082763,2870321
Turkiye,United States of America,3094663,3112979,2900217
Turkiye,Spain,995162,1373342,2015150
Turkiye,Belgium,1136157,1553713,2186458
Turkiye,Netherlands,1246357,1537034,2236284
Turkiye,China,674007,1089044,2065140
Turkiye,"Korea, Republic of",697085,865920,1374736
Turkiye,Japan,735512,846981,1395303
Turkiye,Ukraine,1009380,1235106,902107
Turkiye,Romania,450724,574266,902037
Turkiye,Syrian Arab Republic,1743587,2081469,1774468
Turkiye,Algeria,940890,967032,1065741
Turkiye,Bulgaria,412690,535798,689947
Turkiye,Sweden,0,0,761262
Turkiye,Austria,375735,523437,797474
Turkiye,"Taipei, Chinese",223354,410040,601634
Turkiye,Poland,133437,249769,351455
Turkiye,Israel,316550,383121,470301
Turkiye,India,211950,346895,454083
Turkiye,Greece,353261,347423,531827
Turkiye,Finland,218956,312021,423986
Turkiye,Czech Republic,127958,289171,329246
Turkiye,"Hong Kong, China",226038,285667,389865
Turkiye,Hungary,146896,260899,290183
Turkiye,Brazil,166319,204958,335930
Turkiye,Norway,209837,308064,396445
Turkiye,Ireland,284014,324882,503624
Turkiye,Malaysia,366926,211084,318301
Turkiye,Indonesia,176286,237723,263731
Turkiye,Thailand,97248,159154,207957
Turkiye,Canada,111554,171269,195277
Turkiye,Denmark,145291,223898,259741
Turkiye,Argentina,55150,78250,167619
Turkiye,Egypt,76527,77847,142333
Turkiye,Singapore,118487,121839,159730
Turkiye,Australia,156268,163364,174381
Turkiye,Pakistan,,,200271
Turkiye,Portugal,68699,101670,168568
Turkiye,Slovakia,46575,87773,156508
Turkiye,Saudi Arabia,71551,50000,114042
Turkiye,Azerbaijan,67382,83397,107036
Turkiye,Slovenia,39511,49224,81221
Turkiye,Chile,74675,82417,111596
Turkiye,South Africa,117543,128028,151953
Turkiye,Lithuania,65041,94875,120625
Turkiye,Kazakhstan,74231,97449,99193
Turkiye,Lebanon,24767,32129,63312
Turkiye,"Iran, Islamic Republic of",61805,91741,116099
Turkiye,Georgia,69859,53739,82549
Turkiye,Tunisia,65380,56140,79651
Turkiye,Sri Lanka,46183,47635,55605
Turkiye,Luxembourg,26012,27314,32088
Turkiye,Croatia,8548,9576,21279
Turkiye,Colombia,215,5903,55851
Turkiye,Bangladesh,20264,29236,28043
Turkiye,Morocco,34749,56042,49059
Turkiye,Serbia and Montenegro,5511,4960,
Turkiye,"Macedonia, North",8590,8462,32809
Turkiye,Côte d'Ivoire,13200,28028,32335
Turkiye,Viet Nam,11657,23566,31316
Turkiye,Ghana,28605,,49
Turkiye,Peru,9476,10978,18757
Turkiye,Estonia,6389,5933,13641
Turkiye,Cameroon,1946,12074,11112
Turkiye,Belarus,15858,25253,22963
Turkiye,Philippines,7033,11204,12855
Turkiye,New Zealand,16248,19303,17338
Turkiye,Jordan,13896,20141,14213
Turkiye,Mexico,8602,28148,50490
Turkiye,Kyrgyzstan,13772,16402,11002
Turkiye,Bosnia and Herzegovina,,,5810
Turkiye,Ethiopia,208,5707,10924
Turkiye,Uruguay,2704,15947,23322
Turkiye,Zimbabwe,0,959,18160
Turkiye,"Moldova, Republic of",2259,4123,7237
Turkiye,Albania,3093,3408,3709
Turkiye,Bahrain,10803,9201,9041
Turkiye,Kuwait,11246,26464,15395
Turkiye,"Venezuela, Bolivarian Republic of",1530,11695,1125
Turkiye,Sudan (before 2012),945,6562,8054
Turkiye,Qatar,4818,5558,5475
Turkiye,Mauritius,153,1388,1487
Turkiye,Malta,1597,9976,3868
Turkiye,Ecuador,9752,10476,1410
Turkiye,Malawi,722,1222,4652
Turkiye,"Tanzania, United Republic of",249,1871,840
Turkiye,Latvia,2945,4754,906
Turkiye,Iceland,807,910,1266
Turkiye,Eswatini,0,0,3667
Turkiye,Mozambique,0,338,849
Turkiye,"Macao, China",547,823,1628
Turkiye,Kenya,2400,866,2008
Turkiye,Paraguay,2493,96,711
Turkiye,Gabon,2945,3495,1847
Turkiye,Cambodia,182,154,143
Turkiye,Dominican Republic,30,415,1229
Turkiye,Armenia,889,235,130
Turkiye,Oman,71,342,120
Turkiye,Mongolia,82,,1453
Turkiye,Yemen,,,
Turkiye,Senegal,181,128,92
Turkiye,Guyana,1,9,8
Turkiye,Uganda,0,26,0
Turkiye,Cuba,15,0,801
Turkiye,El Salvador,0,11,9
Turkiye,Namibia,4,3,1
Turkiye,Burkina Faso,296,88,446
Turkiye,Trinidad and Tobago,104,66,1387
Turkiye,"Bolivia, Plurinational State of",15,0,35
Turkiye,Mauritania,5,3,53
Turkiye,Cyprus,5184,3089,424
Turkiye,Mali,0,7,38
Turkiye,Guatemala,40,63,253
Turkiye,Madagascar,40,9,103
Turkiye,Costa Rica,326,1630,493
Turkiye,Angola,,,
Turkiye,Barbados,18,254,63
Turkiye,Suriname,5,,
Turkiye,Faroe Islands,0,0,0
Turkiye,Benin,3663,3744,64
Turkiye,Panama,0,0,0
Turkiye,Fiji,,0,7
Turkiye,Greenland,0,0,0
Turkiye,Honduras,0,905,33
Turkiye,Nicaragua,1,0,0
Turkiye,Grenada,0,0,0
