reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Slovakia,Germany,3465411,3829269,5875385
Slovakia,Czech Republic,2681288,3404070,3884015
Slovakia,Russian Federation,2205367,2032192,2296985
Slovakia,Austria,847161,1006647,1343295
Slovakia,Italy,809250,950457,1179508
Slovakia,Poland,491745,547724,846740
Slovakia,Hungary,411482,496858,846928
Slovakia,France,474119,591736,735761
Slovakia,Belgium,265629,326555,442911
Slovakia,Netherlands,270201,326871,405395
Slovakia,United Kingdom,293214,300867,386381
Slovakia,Spain,303909,470466,578487
Slovakia,Ukraine,243099,291526,289080
Slovakia,"Korea, Republic of",10109,17312,109758
Slovakia,Sweden,101763,134099,171306
Slovakia,Switzerland,151924,172217,212913
Slovakia,Slovenia,83313,125474,183559
Slovakia,China,61357,91728,137070
Slovakia,United States of America,69824,92697,115204
Slovakia,Türkiye,27565,33198,59918
Slovakia,Japan,31376,48103,65158
Slovakia,Kazakhstan,17606,25957,76690
Slovakia,Denmark,47824,57496,90085
Slovakia,Finland,70421,78809,100350
Slovakia,"Taipei, Chinese",8538,14385,24307
Slovakia,Romania,32041,35072,46889
Slovakia,Belarus,25355,18242,22334
Slovakia,Ireland,34116,37814,45649
Slovakia,"Hong Kong, China",20122,18541,24417
Slovakia,Brazil,4034,6109,23121
Slovakia,Bulgaria,8896,17696,17899
Slovakia,Portugal,15082,20971,29888
Slovakia,Norway,15258,16375,23729
Slovakia,Greece,18284,19354,24950
Slovakia,Indonesia,1314,805,1702
Slovakia,Croatia,15290,15607,22798
Slovakia,Malaysia,12524,12758,15678
Slovakia,Canada,5914,7485,11669
Slovakia,India,9413,11040,13360
Slovakia,Jamaica,0,0,8425
Slovakia,Serbia and Montenegro,9437,34209,
Slovakia,Luxembourg,3736,6210,9632
Slovakia,Lithuania,5413,7097,9927
Slovakia,Latvia,9520,8492,9416
Slovakia,Israel,11924,7931,10253
Slovakia,Viet Nam,5475,7254,8211
Slovakia,Thailand,3027,8052,15092
Slovakia,Cyprus,3758,2302,3991
Slovakia,Estonia,1112,4135,4968
Slovakia,Mexico,1379,91,4705
Slovakia,"Macedonia, North",1870,1345,840
Slovakia,Bosnia and Herzegovina,,,1776
Slovakia,"Iran, Islamic Republic of",525,370,1331
Slovakia,Georgia,181,0,105
Slovakia,Australia,4777,6387,5943
Slovakia,Morocco,1629,1846,2588
Slovakia,"Moldova, Republic of",397,1204,1155
Slovakia,Bangladesh,0,15,146
Slovakia,Malta,1073,1728,758
Slovakia,Pakistan,,,1438
Slovakia,South Africa,966,1186,1955
Slovakia,Egypt,604,968,1355
Slovakia,Azerbaijan,266,985,983
Slovakia,Jordan,694,334,308
Slovakia,Malawi,11,0,518
Slovakia,Kyrgyzstan,3,640,535
Slovakia,Guatemala,0,0,14
Slovakia,Philippines,2258,425,115
Slovakia,Faroe Islands,0,0,0
Slovakia,Tunisia,66,138,102
Slovakia,Saudi Arabia,0,45,0
Slovakia,Ecuador,6,117,309
Slovakia,Sri Lanka,17,58,345
Slovakia,Papua New Guinea,0,1,76
Slovakia,Cuba,120,0,9
Slovakia,Iceland,310,201,207
Slovakia,Colombia,414,88,659
Slovakia,Lebanon,0,11,71
Slovakia,"Macao, China",21,0,7
Slovakia,Cambodia,0,4,9
Slovakia,New Zealand,70,158,410
Slovakia,Uruguay,35,182,78
Slovakia,Kenya,1,33,124
Slovakia,Argentina,171,273,722
Slovakia,Kuwait,8,7,29
Slovakia,Ghana,0,,0
Slovakia,Andorra,0,15,49
Slovakia,Oman,0,77,18
Slovakia,Albania,52,17,14
Slovakia,Costa Rica,0,0,1
Slovakia,Zimbabwe,0,705,475
Slovakia,Benin,0,0,0
Slovakia,Armenia,3,0,25
Slovakia,Dominican Republic,1,92,94
Slovakia,Namibia,3,5,9
Slovakia,Mongolia,30,,11
Slovakia,Peru,38,48,62
Slovakia,Seychelles,0,0,0
Slovakia,Zambia,0,5,0
Slovakia,Guyana,0,0,5
Slovakia,"Bolivia, Plurinational State of",0,0,0
Slovakia,Botswana,0,0,1
Slovakia,Chile,239,0,0
Slovakia,El Salvador,0,2,0
Slovakia,Ethiopia,0,0,40
Slovakia,Honduras,0,0,14
Slovakia,Mauritius,0,65,70
Slovakia,Mozambique,0,0,3
Slovakia,Paraguay,76,0,0
Slovakia,Qatar,0,54,10
Slovakia,Singapore,6718,760,0
Slovakia,Sudan (before 2012),0,0,1
Slovakia,Syrian Arab Republic,0,0,1193
Slovakia,Uganda,0,0,1
Slovakia,"Venezuela, Bolivarian Republic of",3,0,0
