reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Sao Tome and Principe,Portugal,19025,27936,28688
Sao Tome and Principe,Germany,490,5512,6781
Sao Tome and Principe,United States of America,10831,1974,1395
Sao Tome and Principe,Netherlands,1156,2092,2427
Sao Tome and Principe,South Africa,198,1036,465
Sao Tome and Principe,Belgium,2339,3345,3046
Sao Tome and Principe,Japan,828,833,292
Sao Tome and Principe,France,1975,1600,2241
Sao Tome and Principe,"Venezuela, Bolivarian Republic of",0,329,285
Sao Tome and Principe,Gabon,157,461,432
Sao Tome and Principe,Senegal,0,0,0
Sao Tome and Principe,United Kingdom,4829,4160,749
Sao Tome and Principe,Indonesia,700,690,528
Sao Tome and Principe,"Moldova, Republic of",10,855,0
Sao Tome and Principe,Brazil,167,103,261
Sao Tome and Principe,Slovakia,4,0,0
Sao Tome and Principe,Poland,162,175,647
Sao Tome and Principe,Morocco,0,0,191
Sao Tome and Principe,Türkiye,42,31,174
Sao Tome and Principe,Switzerland,268,259,475
Sao Tome and Principe,Lebanon,0,0,52
Sao Tome and Principe,Spain,607,1497,639
Sao Tome and Principe,Italy,181,410,3194
Sao Tome and Principe,China,1258,155,199
Sao Tome and Principe,Philippines,11,647,393
Sao Tome and Principe,Argentina,0,0,0
Sao Tome and Principe,"Tanzania, United Republic of",0,0,18
Sao Tome and Principe,Ireland,0,1,3
Sao Tome and Principe,Denmark,68,82,276
Sao Tome and Principe,Thailand,49,5,13
Sao Tome and Principe,"Hong Kong, China",0,0,46
Sao Tome and Principe,India,19,79,2015
Sao Tome and Principe,Colombia,17,74,0
Sao Tome and Principe,Peru,0,0,0
Sao Tome and Principe,Serbia and Montenegro,13,27,
Sao Tome and Principe,Cameroon,510,971,430
Sao Tome and Principe,Hungary,2,62,30
Sao Tome and Principe,Israel,23,33,164
Sao Tome and Principe,"Korea, Republic of",5,15,47
Sao Tome and Principe,Dominican Republic,9,0,0
Sao Tome and Principe,"Taipei, Chinese",20,24,51
Sao Tome and Principe,Malaysia,93,35,10
Sao Tome and Principe,Austria,190,58,14
Sao Tome and Principe,Bangladesh,0,0,0
Sao Tome and Principe,Mali,0,0,0
Sao Tome and Principe,Togo,32,31,107
Sao Tome and Principe,Costa Rica,39,0,2
Sao Tome and Principe,Norway,24,5,0
Sao Tome and Principe,Angola,,,
Sao Tome and Principe,Canada,14,25,83
Sao Tome and Principe,Cuba,0,0,0
Sao Tome and Principe,Finland,2,66,92
Sao Tome and Principe,Luxembourg,0,0,0
Sao Tome and Principe,Sweden,13,75,11
Sao Tome and Principe,Côte d'Ivoire,283,47,14
Sao Tome and Principe,Romania,87,0,0
Sao Tome and Principe,Ukraine,19,0,26
Sao Tome and Principe,Chile,0,0,0
Sao Tome and Principe,Namibia,0,1,0
Sao Tome and Principe,Ghana,20,,0
Sao Tome and Principe,Australia,27,136,7
Sao Tome and Principe,Barbados,83,0,114
Sao Tome and Principe,Botswana,0,0,2
Sao Tome and Principe,Bulgaria,308,53,1
Sao Tome and Principe,Cabo Verde,7,0,0
Sao Tome and Principe,Croatia,155,0,0
Sao Tome and Principe,Czech Republic,4,0,0
Sao Tome and Principe,Dominica,0,6,0
Sao Tome and Principe,Ecuador,0,83,0
Sao Tome and Principe,Ethiopia,0,0,0
Sao Tome and Principe,Estonia,68,0,0
Sao Tome and Principe,Greece,673,159,91
Sao Tome and Principe,Guatemala,4,0,0
Sao Tome and Principe,Guyana,0,0,5
Sao Tome and Principe,Iceland,0,0,1
Sao Tome and Principe,Kenya,0,34,0
Sao Tome and Principe,Madagascar,7,2,0
Sao Tome and Principe,Mexico,6,6,30
Sao Tome and Principe,New Zealand,0,17,0
Sao Tome and Principe,Russian Federation,16,574,262
Sao Tome and Principe,Saint Lucia,0,2,0
Sao Tome and Principe,Singapore,497,517,0
Sao Tome and Principe,Viet Nam,32,73,34
Sao Tome and Principe,Zimbabwe,0,3,1
Sao Tome and Principe,Trinidad and Tobago,10,0,0
Sao Tome and Principe,Tunisia,10,14,0
Sao Tome and Principe,Uganda,20,43,0
Sao Tome and Principe,Egypt,0,0,7
Sao Tome and Principe,Uruguay,0,4,0
Sao Tome and Principe,Zambia,0,106,0
