reporter,partner,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022,Imported value in 2023
Bosnia and Herzegovina,Croatia,1153794,1256121,1310514,1782585,2177814,1347151,1368338,1637283,1577519,1562434,1641110,1248871,1249798,1536747,1612954,1705137,1455168,1932697,2637810,2539484
Bosnia and Herzegovina,Serbia,,,748963,1042136,1338745,1015613,1088979,1191424,1074727,1201516,1318985,1170981,1227520,1353975,1510293,1495549,1361235,1846745,2076842,2118738
Bosnia and Herzegovina,Slovenia,608635,636954,604706,730342,924598,694564,707695,795998,749606,741013,755873,681008,752334,820528,926395,881878,806730,1006439,1029201,1554175
Bosnia and Herzegovina,Germany,656101,719050,795115,899461,1093302,866177,862194,1043870,980776,1006704,1055124,904007,912957,964752,1067280,979621,895363,1128875,1208518,1386426
Bosnia and Herzegovina,Italy,502945,579420,542040,704585,935654,721602,727718,810878,747580,769422,801914,705956,718911,780283,837237,777976,724173,970955,930666,927086
Bosnia and Herzegovina,Türkiye,99938,128217,150862,445173,572349,226567,224299,268942,251523,278861,325564,292572,309346,348618,420223,453577,446584,646767,755719,720113
Bosnia and Herzegovina,Austria,282249,354350,312585,453818,529806,388234,388440,446577,433159,461786,455835,369187,388788,423577,481914,498023,485842,593239,642012,678372
Bosnia and Herzegovina,Hungary,269884,289573,277941,364770,579443,339857,352336,357572,366861,411213,408263,332377,323945,362623,408919,426373,376613,457459,486111,474110
Bosnia and Herzegovina,Poland,84302,120084,66668,89787,113206,120034,112260,152097,218414,206689,221826,206377,221640,274039,284014,260530,204375,288263,357165,413637
Bosnia and Herzegovina,Netherlands,76584,98837,89400,116109,150240,123399,115991,128066,128619,147152,172684,158673,168351,185257,218982,230416,204458,227469,236497,288219
Bosnia and Herzegovina,China,14205,19572,24076,54451,72830,35658,37589,41435,46712,91328,283984,61502,64153,78483,109826,115165,120102,136950,185284,278709
Bosnia and Herzegovina,Czech Republic,106045,132784,145488,161923,198524,156272,162987,199872,145762,139385,137936,120456,138069,165584,174996,180143,151141,180590,211925,231409
Bosnia and Herzegovina,Slovakia,44064,52465,49723,75768,89166,61755,67418,93571,86768,110660,101641,97145,95185,113733,120145,120874,122173,155367,165443,182946
Bosnia and Herzegovina,Switzerland,31585,36189,40584,63155,67662,57511,58446,64550,57752,53498,65585,55731,56579,77269,94759,111220,112809,134751,131632,163331
Bosnia and Herzegovina,France,57799,85127,83042,89408,105480,73415,83342,113051,98705,93261,120856,89085,102291,106440,99432,98198,77745,95069,123340,147450
Bosnia and Herzegovina,Romania,40072,127687,180758,72051,106413,72639,93200,123201,104110,110951,132485,95236,85267,85062,97252,103136,87679,116727,130319,127315
Bosnia and Herzegovina,Spain,38999,34058,36096,44219,61173,61222,77025,140056,58739,57663,80176,50812,63647,66843,80048,73766,68383,83667,104013,115151
Bosnia and Herzegovina,Belgium,46427,53523,53631,80039,92806,56508,54192,65005,58078,67816,71206,64451,70126,102137,99865,86944,75264,106370,123082,112036
Bosnia and Herzegovina,Bulgaria,11767,67516,127596,37266,77831,56925,44412,57005,45084,52125,56056,67154,73741,78714,75151,71340,92246,109235,103245,103010
Bosnia and Herzegovina,Greece,25047,26401,23027,36122,63113,107696,99930,120577,105726,103538,96149,77301,71345,90436,114766,72437,41620,48383,56894,59599
Bosnia and Herzegovina,Sweden,28915,29257,22179,31177,51741,29720,30324,52678,25009,25968,36335,34095,30110,27861,30126,28672,25939,38134,45069,43821
Bosnia and Herzegovina,United Kingdom,27887,44442,34732,39625,38142,30987,33867,33899,35835,33254,37892,36865,29705,35228,34154,33705,32677,33393,39139,35433
Bosnia and Herzegovina,United States of America,27764,17574,51554,20153,34114,21312,26350,21332,15870,38481,46080,27524,29365,27177,45657,60315,21611,51689,29434,25292
Bosnia and Herzegovina,Ireland,10341,8819,19616,15936,16691,16426,14325,18584,19253,17390,16165,12309,13038,14866,19777,17797,17747,20807,17734,25006
Bosnia and Herzegovina,Denmark,12263,15140,9719,14800,22264,15959,15644,15152,15097,16658,16064,14051,12681,13963,19204,18568,18642,20097,23305,24934
Bosnia and Herzegovina,Norway,3441,3768,3280,2801,3091,2827,1912,3220,1795,1919,2366,2443,2335,1960,4018,2596,3461,3776,11613,23860
Bosnia and Herzegovina,"Hong Kong, China",1235,1411,1606,1055,2087,2249,4296,5722,4894,13715,21617,24400,20094,16941,16495,14732,8697,6825,14202,19663
Bosnia and Herzegovina,Ukraine,6754,15048,81634,78121,101167,9572,14867,45438,31441,15024,10759,7410,9235,12473,32040,20936,18521,25587,21583,16100
Bosnia and Herzegovina,Finland,3124,5496,11357,6454,8297,3278,1664,2843,3461,3366,5504,3917,4707,2783,6268,6704,10588,5862,11139,15034
Bosnia and Herzegovina,Thailand,0,0,0,0,488,4182,6878,10408,4068,3756,6417,4919,5740,5124,6817,9119,8326,8649,11310,13048
