reporter,partner,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022,Imported value in 2023
Sao Tome and Principe,Portugal,29820,27834,35060,45140,53581,49627,56502,64777,59281,66833,75200,63731,70947,63622,75493,54620,57429,67065,69455,55182
Sao Tome and Principe,China,223,550,1218,1797,1888,2198,2054,1792,3008,4862,5728,7871,6438,6877,7255,8921,20313,14945,15288,11645
Sao Tome and Principe,Singapore,0,0,0,0,0,0,0,0,0,0,0,27,2,247,12,12,1315,1502,0,9131
Sao Tome and Principe,Türkiye,270,550,247,242,318,453,473,1352,383,504,519,511,737,1010,1810,2390,2628,4694,5460,6383
Sao Tome and Principe,Japan,2093,651,120,28,9089,3830,2050,1989,2145,1304,1344,1321,1189,1373,868,57,2011,1951,813,4358
Sao Tome and Principe,Brazil,364,736,791,2150,1167,5720,957,960,522,806,672,882,1158,1838,2326,3237,3083,3051,3959,3721
Sao Tome and Principe,Netherlands,2950,1924,2452,2232,2759,2057,5043,1984,1136,1135,2079,2538,1783,2362,2916,7297,4512,3315,3252,2740
Sao Tome and Principe,Spain,233,413,145,339,204,1997,1002,454,817,722,1072,1688,2670,1571,1212,1185,1802,2381,2661,2277
Sao Tome and Principe,Belgium,2432,3187,3761,2841,9012,2871,3438,3367,3046,2909,2406,1351,2180,1650,1287,1779,1195,4204,1845,1856
Sao Tome and Principe,United States of America,3708,10153,3709,8415,3269,4018,1359,6124,870,1998,1088,854,1994,3141,2068,2697,733,3258,4248,1493
Sao Tome and Principe,"Korea, Republic of",47,93,133,27,84,89,5103,82,21,84,546,303,290,1057,641,813,529,403,311,1434
Sao Tome and Principe,Italy,230,184,165,312,1012,277,238,826,1103,706,982,770,279,431,634,1376,1055,720,1059,1355
Sao Tome and Principe,France,2037,1555,14158,1379,1714,1264,1253,4609,2200,722,1096,786,1324,3623,2179,2682,3059,1633,1118,1299
Sao Tome and Principe,Malaysia,28,3617,1266,600,759,5207,18331,1255,912,436,67,132,194,161,1434,631,373,954,1130,1133
