reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Russia,Germany,9034941,10633522,13732034
Russia,China,2710472,3520742,6029927
Russia,Belarus,3962717,3977107,4879858
Russia,Italy,3159169,3576152,4331886
Russia,Ukraine,3640826,3148747,4311376
Russia,Finland,2540082,2891986,3936560
Russia,Netherlands,1908528,2330430,3154954
Russia,France,2053071,2210383,3156447
Russia,Japan,716613,944973,1765173
Russia,United States of America,2716088,2396944,2447218
Russia,Poland,1026885,1300340,1480216
Russia,Kazakhstan,1733412,1497738,1967740
Russia,United Kingdom,1295341,1485757,2318575
Russia,"Korea, Republic of",938161,1065875,1659119
Russia,Belgium,1083892,1176701,1483896
Russia,Türkiye,924107,1172039,1367591
Russia,Sweden,868071,1139231,1408623
Russia,Austria,842832,904478,1282993
Russia,Brazil,1100947,1251491,1498306
Russia,Spain,666160,750478,919053
Russia,Switzerland,494426,568694,801362
Russia,Czech Republic,487367,592707,584526
Russia,Hungary,472337,454853,653165
Russia,Denmark,624106,608620,740630
Russia,Lithuania,504931,663828,725867
Russia,Estonia,343310,431956,642188
Russia,India,839595,738357,696330
Russia,Slovenia,281104,302987,394534
Russia,Norway,261800,325339,389011
Russia,"Taipei, Chinese",262375,253164,301600
Russia,"Hong Kong, China",211725,215877,281783
Russia,Malaysia,130522,170943,250717
Russia,Singapore,133060,173269,250022
Russia,Argentina,150657,149283,199101
Russia,"Moldova, Republic of",248417,238938,308498
Russia,Slovakia,130430,144223,266983
Russia,Greece,290064,292795,344415
Russia,Canada,187519,152675,238493
Russia,Israel,172381,210464,220488
Russia,Thailand,80722,151243,276151
Russia,Latvia,116928,133744,155814
Russia,Ecuador,134189,219575,260821
Russia,Ireland,215443,241474,284315
Russia,Viet Nam,194488,187361,159613
Russia,Azerbaijan,77558,95688,147822
Russia,Serbia and Montenegro,79689,90917,
Russia,Indonesia,62145,66340,110062
Russia,Sri Lanka,115596,126481,140829
Russia,Kyrgyzstan,64510,79389,97017
Russia,Australia,96211,91859,97208
Russia,"Iran, Islamic Republic of",60161,62415,98263
Russia,Bulgaria,119543,92448,105310
Russia,Romania,82828,40164,52189
Russia,Cuba,402568,278364,135253
Russia,Croatia,83514,83760,73701
Russia,Côte d'Ivoire,84758,137454,116723
Russia,Georgia,74005,61097,83932
Russia,South Africa,29564,41938,75226
Russia,Chile,19366,22978,41363
Russia,Morocco,53917,61640,76039
Russia,Luxembourg,28550,39274,45672
Russia,Armenia,57698,61597,91060
Russia,Portugal,20294,30130,44887
Russia,New Zealand,13648,35065,56772
Russia,Colombia,51928,41303,35960
Russia,Paraguay,3673,4216,2382
Russia,Syrian Arab Republic,102579,55806,54914
Russia,Iceland,7351,8905,13481
Russia,"Venezuela, Bolivarian Republic of",23108,29236,23049
Russia,Egypt,8098,11409,30938
Russia,El Salvador,48878,18532,25935
Russia,Peru,32026,23897,14186
Russia,Cyprus,83999,21002,15440
Russia,Mongolia,43783,,41219
Russia,Pakistan,,,16832
Russia,"Macedonia, North",13941,14432,13744
Russia,Philippines,13631,10513,13960
Russia,Uruguay,6511,17311,21027
Russia,Kenya,700,1825,11215
Russia,Papua New Guinea,9149,460,1010
Russia,Mexico,27469,18892,47238
Russia,Guatemala,31321,19031,46724
Russia,Bangladesh,11059,7928,5900
Russia,Malawi,1500,8338,9935
Russia,Zimbabwe,696,10471,5938
Russia,Tunisia,3232,1336,1708
Russia,Oman,605,110,4062
Russia,Costa Rica,23958,9897,18804
Russia,Faroe Islands,481,3560,5917
Russia,Algeria,322,4305,1424
Russia,Mauritania,12203,8455,5970
Russia,"Tanzania, United Republic of",679,2608,2092
Russia,Cambodia,403,793,1105
Russia,Kuwait,56,47,510
Russia,Lebanon,1087,1021,1923
Russia,Cameroon,1104,499,1797
Russia,Honduras,7202,487,724
Russia,Namibia,1178,1969,7061
Russia,"Bolivia, Plurinational State of",81,779,620
Russia,Dominican Republic,0,48,654
Russia,Uganda,0,1313,1974
Russia,Nicaragua,42590,13358,14459
Russia,Sudan (before 2012),403,259,357
Russia,Malta,72,91,40
Russia,Mauritius,604,623,668
Russia,Jordan,1085,1341,833
Russia,Albania,37,37,2430
Russia,Saudi Arabia,1806,6572,70
Russia,Bosnia and Herzegovina,,,290
Russia,Bahrain,0,178,331
Russia,Mozambique,0,0,50
Russia,Andorra,206,206,259
Russia,Ethiopia,0,0,0
Russia,Burundi,1,174,369
Russia,"Macao, China",100,114,4
Russia,Mali,3,714,12
Russia,Madagascar,40,132,110
Russia,Trinidad and Tobago,481,4,6688
Russia,Seychelles,0,0,0
Russia,Angola,,,
Russia,Guyana,1,0,4
Russia,Mayotte,0,0,0
Russia,Gabon,34,20,57
Russia,Suriname,5,,
Russia,Brunei Darussalam,2,0,235
Russia,Timor-Leste,,,
Russia,Guinea-Bissau,,,0
Russia,Zambia,134,2142,32
Russia,Qatar,0,4,78
Russia,Jamaica,18108,8596,18354
Russia,Yemen,,,
Russia,Fiji,,6,1
Russia,Maldives,0,0,0
Russia,New Caledonia,0,0,0
Russia,Ghana,6250,,9478
Russia,Guinea,44452,33814,
Russia,Barbados,14,0,3
Russia,Botswana,5,0,0
Russia,Belize,0,0,0
Russia,Benin,428,224,0
Russia,French Polynesia,19,0,0
Russia,Gambia,0,0,4
Russia,Niger,0,0,0
Russia,Panama,0,506,976
Russia,Rwanda,1450,12,0
Russia,Saint Lucia,0,0,28
Russia,Senegal,65,0,44
Russia,Burkina Faso,255,1699,0
Russia,Nepal,,,86
Russia,Eritrea,,,193
Russia,Sierra Leone,,76,
Russia,Central African Republic,75,0,0
Russia,Nigeria,120,0,0
