reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Moldova,Ukraine,273768,301228,485983
Moldova,Russian Federation,240263,269301,306183
Moldova,Germany,126808,139204,180593
Moldova,Romania,111513,109635,136895
Moldova,Italy,76417,93027,109569
Moldova,Poland,34616,39875,68589
Moldova,Belarus,43769,43203,55885
Moldova,Türkiye,27816,39991,46794
Moldova,Kazakhstan,2709,2734,34903
Moldova,France,28190,28527,33667
Moldova,United States of America,35534,30660,25125
Moldova,Netherlands,28311,30557,35485
Moldova,Hungary,21801,19101,22567
Moldova,Belgium,15645,17771,24311
Moldova,Czech Republic,15518,11977,13802
Moldova,Austria,13626,17233,21687
Moldova,China,2150,1687,6717
Moldova,Bulgaria,19253,17288,20735
Moldova,Switzerland,13380,5060,13936
Moldova,Lithuania,10516,6217,12305
Moldova,Slovakia,13129,12824,10441
Moldova,Finland,4550,8969,31618
Moldova,Spain,5193,6388,8440
Moldova,Slovenia,5994,9071,7787
Moldova,United Kingdom,14278,7668,9888
Moldova,Latvia,949,1587,4501
Moldova,Croatia,2195,1805,3492
Moldova,Brazil,2169,755,1231
Moldova,Greece,8884,13001,9713
Moldova,India,1860,2300,2109
Moldova,Portugal,2952,3140,5161
Moldova,Sweden,985,1324,2804
Moldova,Estonia,3681,3312,3355
Moldova,Israel,3467,2579,2133
Moldova,Denmark,2159,5232,2861
Moldova,"Korea, Republic of",1362,1801,1850
Moldova,Serbia and Montenegro,968,1367,
Moldova,Canada,691,377,1120
Moldova,Norway,1317,1273,983
Moldova,South Africa,934,715,633
Moldova,"Taipei, Chinese",576,1255,1168
Moldova,Japan,5021,256,1377
Moldova,"Iran, Islamic Republic of",106,62,163
Moldova,Sri Lanka,744,629,763
Moldova,"Hong Kong, China",456,398,526
Moldova,Viet Nam,466,722,1073
Moldova,Kyrgyzstan,340,99,463
Moldova,Pakistan,,,254
Moldova,Bosnia and Herzegovina,,,110
Moldova,Luxembourg,956,782,1275
Moldova,Australia,5,30,0
Moldova,Cyprus,117,179,35
Moldova,Ireland,622,524,459
Moldova,Paraguay,0,0,27
Moldova,Mongolia,121,,118
Moldova,Iceland,0,6,111
Moldova,Indonesia,157,276,166
Moldova,Armenia,182,72,284
Moldova,Azerbaijan,70,160,140
Moldova,Argentina,77,16,100
Moldova,New Zealand,0,9,0
Moldova,Saudi Arabia,0,0,0
Moldova,Georgia,149,131,166
Moldova,Malaysia,816,941,183
Moldova,Egypt,180,730,237
Moldova,Mauritius,12,4,4
Moldova,Kenya,0,0,76
Moldova,Jordan,0,72,6
Moldova,Bangladesh,0,0,0
Moldova,Papua New Guinea,0,0,0
Moldova,"Macedonia, North",359,144,191
Moldova,Philippines,4,5,2
Moldova,Thailand,121,19,58
Moldova,Chile,0,0,0
Moldova,Dominican Republic,0,0,0
Moldova,Lebanon,24,11,256
Moldova,Senegal,0,0,0
Moldova,Colombia,27,16,3
Moldova,"Macao, China",0,0,0
Moldova,Cambodia,0,0,0
Moldova,Côte d'Ivoire,0,0,0
Moldova,Albania,0,0,0
Moldova,Bahrain,0,12,0
Moldova,Barbados,9,2,0
Moldova,Mayotte,1,0,0
Moldova,Costa Rica,8,0,37
Moldova,Ecuador,0,86,0
Moldova,Malta,0,0,10
Moldova,Mexico,0,1,11
Moldova,Morocco,0,98,0
Moldova,Oman,18,0,0
Moldova,Peru,41,0,4
Moldova,Singapore,143,123,0
Moldova,Zimbabwe,0,2,0
Moldova,Syrian Arab Republic,0,0,937
Moldova,Uganda,0,0,0
Moldova,Uruguay,10,31,0
