reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Zimbabwe,South Africa,633398,692365,858628
Zimbabwe,Botswana,66350,73647,94652
Zimbabwe,China,33265,32161,30266
Zimbabwe,Zambia,18572,17535,20055
Zimbabwe,Germany,53872,41195,52094
Zimbabwe,United Kingdom,52118,51263,47876
Zimbabwe,United States of America,31196,49321,41676
Zimbabwe,Mozambique,37146,55840,29468
Zimbabwe,India,11170,17169,21442
Zimbabwe,Netherlands,12242,13491,16018
Zimbabwe,"Iran, Islamic Republic of",252,287,722
Zimbabwe,Japan,12803,15251,17448
Zimbabwe,Italy,12450,11898,10606
Zimbabwe,France,19841,14730,21136
Zimbabwe,Belgium,10069,9054,9712
Zimbabwe,Thailand,3659,7734,11104
Zimbabwe,"Korea, Republic of",12092,10611,8019
Zimbabwe,Malawi,7738,6648,8802
Zimbabwe,Israel,5223,8641,4926
Zimbabwe,Malaysia,11334,5690,6285
Zimbabwe,"Taipei, Chinese",8131,6593,6408
Zimbabwe,Canada,1887,3495,6001
Zimbabwe,Switzerland,7874,6392,17965
Zimbabwe,Indonesia,5532,6319,5488
Zimbabwe,Sweden,5329,3638,3666
Zimbabwe,Finland,4581,6178,7494
Zimbabwe,Qatar,1855,2371,3169
Zimbabwe,Spain,4849,5553,3417
Zimbabwe,Portugal,4927,2749,2719
Zimbabwe,Namibia,4232,617,660
Zimbabwe,Denmark,5106,3809,4902
Zimbabwe,Mauritius,6209,7115,7623
Zimbabwe,Australia,3105,3373,3471
Zimbabwe,Singapore,3251,2008,1845
Zimbabwe,"Hong Kong, China",8519,6474,4147
Zimbabwe,Austria,8929,4302,2917
Zimbabwe,Pakistan,,,2183
Zimbabwe,Ireland,6030,3211,3165
Zimbabwe,Kenya,2161,2321,4815
Zimbabwe,Brazil,3240,2012,4185
Zimbabwe,"Tanzania, United Republic of",422,1419,3862
Zimbabwe,Saudi Arabia,226,41,68
Zimbabwe,Ethiopia,0,0,0
Zimbabwe,Egypt,517,241,269
Zimbabwe,Norway,1263,1196,540
Zimbabwe,Hungary,73,35,374
Zimbabwe,Czech Republic,65,1109,614
Zimbabwe,Syrian Arab Republic,0,0,193
Zimbabwe,Ghana,9,,2
Zimbabwe,Madagascar,26,1,25
Zimbabwe,Lebanon,33,32,75
Zimbabwe,Türkiye,1516,691,172
Zimbabwe,Oman,0,298,0
Zimbabwe,Kuwait,970,54,186
Zimbabwe,Bangladesh,2036,1181,45
Zimbabwe,New Zealand,400,422,351
Zimbabwe,Poland,0,0,0
Zimbabwe,Slovakia,96,238,81
Zimbabwe,Côte d'Ivoire,75,88,166
Zimbabwe,Greece,173,262,183
Zimbabwe,Sri Lanka,68,99,91
Zimbabwe,Eswatini,2267,283,117870
Zimbabwe,Slovenia,4,0,47
Zimbabwe,Ukraine,60,10,264
Zimbabwe,Luxembourg,53,3,49
Zimbabwe,Cuba,0,0,0
Zimbabwe,Cyprus,164,390,208
Zimbabwe,Russian Federation,292,6,6
Zimbabwe,Jordan,15,0,27
Zimbabwe,Croatia,1,5,3
Zimbabwe,Belarus,504,0,480
Zimbabwe,Uganda,121,53,60
Zimbabwe,Latvia,4,0,0
Zimbabwe,Philippines,96,94,66
Zimbabwe,Angola,,,
Zimbabwe,Lithuania,24,84,89
Zimbabwe,Estonia,0,16,21
Zimbabwe,Senegal,0,18,0
Zimbabwe,Uruguay,116,42,41
Zimbabwe,Albania,0,0,0
Zimbabwe,Viet Nam,146,66,75
Zimbabwe,"Venezuela, Bolivarian Republic of",305,1,0
Zimbabwe,Guatemala,0,0,2
Zimbabwe,Guyana,0,0,0
Zimbabwe,"Macao, China",0,0,0
Zimbabwe,Timor-Leste,,,
Zimbabwe,Serbia and Montenegro,0,0,
Zimbabwe,Mexico,60,48,81
Zimbabwe,Morocco,72,17,25
Zimbabwe,Romania,380,28,2
Zimbabwe,Bosnia and Herzegovina,,,0
Zimbabwe,Argentina,2770,960,0
Zimbabwe,Barbados,9,0,0
Zimbabwe,Bulgaria,5,2,177
Zimbabwe,Burundi,1,0,0
Zimbabwe,Cambodia,0,0,2
Zimbabwe,Cameroon,0,0,0
Zimbabwe,Chile,1791,0,3
Zimbabwe,Costa Rica,0,0,0
Zimbabwe,Benin,0,3,3
Zimbabwe,Gambia,0,0,5
Zimbabwe,Iceland,1,1,0
Zimbabwe,Malta,0,11,8
Zimbabwe,Nicaragua,0,85,2
Zimbabwe,Papua New Guinea,0,1,0
Zimbabwe,Paraguay,0,0,3
Zimbabwe,Rwanda,0,0,12
Zimbabwe,Seychelles,0,1,0
Zimbabwe,Sudan (before 2012),0,0,0
Zimbabwe,Togo,61,0,0
Zimbabwe,Trinidad and Tobago,0,9,0
Zimbabwe,"Macedonia, North",0,0,11
Zimbabwe,Burkina Faso,3,1,0
Zimbabwe,Eritrea,,,4
