reporter,partner,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022,Exported value in 2023
Trinidad and Tobago,United States of America,6251807,8354097,8822154,9341822,9471326,5623791,7012450,8506041,8585318,6840698,6291690,4590479,3164428,3530561,3878252,3627809,2667553,4489541,5607392,3330105
Trinidad and Tobago,China,3676,18656,10210,20533,24125,103311,108067,340138,139662,119502,100733,39252,174869,182294,385092,669167,334830,635536,762864,782372
Trinidad and Tobago,Chile,6515,7202,129,18801,7823,120329,306051,656181,1420629,999698,1221891,890630,629344,805566,703860,414824,286847,305494,722346,615473
Trinidad and Tobago,Netherlands,15623,14768,36843,126047,1422128,351006,77229,367221,407085,956667,185595,186153,141407,192251,312084,352199,255078,268257,1150005,588408
Trinidad and Tobago,France,299136,273142,370914,290617,295052,361049,342622,548188,347310,315841,257768,222062,203159,300488,247224,226783,221642,314762,896476,496294
Trinidad and Tobago,Belgium,21593,66221,41266,25011,50606,76780,90072,83698,46747,147216,165816,169256,108693,173305,321885,213061,98881,380838,825473,416273
Trinidad and Tobago,Brazil,51706,100464,112965,116749,288603,191775,423787,342360,729175,1596488,1292759,993610,242398,198349,510412,252026,181499,617050,632283,349325
Trinidad and Tobago,United Kingdom,157109,150710,378112,315270,426291,523426,460943,333780,116908,172745,243729,176051,81733,156011,208157,129139,218684,103598,439442,344292
Trinidad and Tobago,Spain,32080,110849,788867,638878,1686786,1019217,947761,986860,911207,928527,778590,452074,143033,230994,541090,689601,578416,425651,1067358,335329
Trinidad and Tobago,Croatia,1,1,52,44,11,15,11,15,19,0,22,8,1,0,17,1,0,67480,26156,244117
Trinidad and Tobago,"Korea, Republic of",6882,297,26373,180531,451388,413018,273303,911576,585675,409342,175497,116533,131910,199390,302281,243268,119933,336800,322473,199863
Trinidad and Tobago,El Salvador,14315,12395,13926,23277,19118,47345,15145,60965,28039,56416,29706,15756,13813,2039,1123,271,771,2365,93938,147700
Trinidad and Tobago,Japan,17460,3633,199097,240082,439033,54966,62873,192109,187775,234829,106677,55594,76343,120088,130674,64067,28268,102310,202475,142463
Trinidad and Tobago,Canada,120267,195854,271060,386443,321575,276928,445996,393561,246611,182447,504639,274093,143474,137197,261238,206743,229760,284032,238404,140509
Trinidad and Tobago,Malta,1,25,8,60,0,0,0,12,67,70,151,70,69,46565,70044,118676,117688,107372,143069,133791
Trinidad and Tobago,Portugal,5453,2023,14018,14476,7999,131942,45394,8180,34816,16111,38801,25566,19192,33896,62586,49090,25661,75882,810336,129894
Trinidad and Tobago,Argentina,3654,36,8,16391,271122,233375,511353,1275218,1905166,1861350,1842142,967428,291386,164725,153840,160846,75235,39883,104142,119222
Trinidad and Tobago,Thailand,5865,1675,1697,895,6056,441,1322,7512,64987,14129,63249,6286,4325,8370,216248,43701,44878,120867,390973,116331
Trinidad and Tobago,Peru,10492,35099,5299,17839,33197,62391,23534,48977,84421,131360,825806,546312,228465,314536,535014,302055,13984,21065,19241,98928
Trinidad and Tobago,Colombia,41003,177223,93428,309773,298688,176343,374373,584021,504706,446924,457817,246124,120203,75207,119178,112667,112065,269051,252715,98147
Trinidad and Tobago,Finland,3,7,6,10,7199,17,45,23,74,12690,146,2727,4154,304,27899,140,155,159,31784,93187
Trinidad and Tobago,Germany,35908,14476,25418,29515,42231,86596,122039,186032,96508,155763,236078,107657,40904,122944,91777,93145,43466,83675,246460,88211
Trinidad and Tobago,Türkiye,37,6,116,374,8316,16867,1558,13088,14781,3616,12612,24226,16318,25035,10641,52584,22895,1085,24620,73687
Trinidad and Tobago,Singapore,5659,899,3362,356,1840,415,809,692,34371,193362,282859,43211,4177,16108,42400,56588,22050,621,63049,65118
Trinidad and Tobago,Lithuania,0,0,0,0,1,0,0,0,1,0,0,0,0,15552,0,0,1,82283,33971,60862
Trinidad and Tobago,Norway,202,7142,245,580,4412,594,5023,388,4220,143,5572,907,6917,667,1820,11105,15040,41067,14797,60211
Trinidad and Tobago,"Taipei, Chinese",2210,1812,63864,42780,146421,40560,148296,35156,58717,61919,94857,15651,48821,127800,147644,94002,52800,102933,63892,42194
Trinidad and Tobago,Italy,14934,15104,20351,32152,20636,42014,123690,98468,19962,4317,43644,46808,17837,106401,35184,280831,14120,60231,522450,29144
Trinidad and Tobago,Belize,6315,5117,5521,7845,6390,6357,5970,7034,13462,11148,11218,15897,11050,11090,13803,14365,13517,18791,21165,22017
Trinidad and Tobago,Romania,1,18,12,168,3,19,1,8772,7,7,273,18,64,19,16,0,58,20,2070,14356
Trinidad and Tobago,Poland,10,10,50,38,13,2,139,486,417,208,73,146,120,175,248,4385,8879,751,141618,14226
Trinidad and Tobago,Ireland,311,408,478,638,737,510,333,549,479,352,8335,5258,4518,9354,7840,6680,4642,8585,7766,9884
Trinidad and Tobago,Bulgaria,0,22,4,2,3,2,0,1,0,0,0,28,0,2,7,2,93,1,13100,7510
Trinidad and Tobago,Sweden,114,2886,96,76,93,375,205,119,168,122,132,116,1622,1448,195,1607,8641,6176,20378,6194
Trinidad and Tobago,Australia,2317,2931,4046,4942,24821,11063,5554,5593,5707,9441,7675,7507,6658,6612,16217,4683,4148,6618,90961,5165
Trinidad and Tobago,Slovenia,85,75,4,51,106,20,158,13,59,9,15,19,2,40,11,76,45,10,34,5136
