reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Trinidad and Tobago,United States of America,1087143,1020211,1063297
Trinidad and Tobago,Germany,141427,83444,222434
Trinidad and Tobago,Brazil,96655,144551,223040
Trinidad and Tobago,Spain,12148,21186,24755
Trinidad and Tobago,Italy,119849,47589,83137
Trinidad and Tobago,United Kingdom,132033,122119,170053
Trinidad and Tobago,Japan,105220,107918,144277
Trinidad and Tobago,Canada,120968,93569,92862
Trinidad and Tobago,China,34943,42344,58517
Trinidad and Tobago,Colombia,171370,57295,98408
Trinidad and Tobago,Netherlands,44041,32268,38212
Trinidad and Tobago,"Venezuela, Bolivarian Republic of",420206,318895,384269
Trinidad and Tobago,France,36309,37687,37990
Trinidad and Tobago,Guyana,15192,22316,28383
Trinidad and Tobago,"Taipei, Chinese",24791,25574,29093
Trinidad and Tobago,Singapore,3010,3089,9647
Trinidad and Tobago,Belgium,13732,10848,20853
Trinidad and Tobago,Barbados,28629,23690,28359
Trinidad and Tobago,India,10111,19536,20462
Trinidad and Tobago,Argentina,6403,6515,16013
Trinidad and Tobago,"Korea, Republic of",20035,22623,19422
Trinidad and Tobago,Thailand,12703,11666,13687
Trinidad and Tobago,Dominican Republic,3740,5588,11380
Trinidad and Tobago,Australia,19937,16719,24462
Trinidad and Tobago,Jamaica,21568,17258,17828
Trinidad and Tobago,Costa Rica,5861,6883,14542
Trinidad and Tobago,Ireland,16646,10901,19043
Trinidad and Tobago,New Zealand,10320,10352,12142
Trinidad and Tobago,Egypt,119,53,66
Trinidad and Tobago,Mexico,28586,25108,19860
Trinidad and Tobago,Russian Federation,2838,4750,5063
Trinidad and Tobago,Peru,18384,13662,14356
Trinidad and Tobago,Belize,6320,3007,6070
Trinidad and Tobago,Saint Lucia,1222,7267,10649
Trinidad and Tobago,Austria,7752,19684,8751
Trinidad and Tobago,Uruguay,1458,275,922
Trinidad and Tobago,"Hong Kong, China",11029,9423,9475
Trinidad and Tobago,Switzerland,5519,18537,3969
Trinidad and Tobago,Suriname,1983,,
Trinidad and Tobago,Czech Republic,847,1100,1315
Trinidad and Tobago,Sweden,4296,5705,5962
Trinidad and Tobago,Malaysia,2294,3360,2715
Trinidad and Tobago,Indonesia,3292,2629,2319
Trinidad and Tobago,Norway,1978,2195,2817
Trinidad and Tobago,Chile,3388,3910,5943
Trinidad and Tobago,Denmark,1542,1528,2580
Trinidad and Tobago,Ukraine,2101,4396,2668
Trinidad and Tobago,Luxembourg,849,1732,4119
Trinidad and Tobago,Poland,4313,2017,3158
Trinidad and Tobago,Türkiye,2292,2744,3292
Trinidad and Tobago,Honduras,6579,6861,5975
Trinidad and Tobago,South Africa,3908,2952,1972
Trinidad and Tobago,Saint Vincent and the Grenadines,7775,3919,4220
Trinidad and Tobago,Guatemala,2034,813,619
Trinidad and Tobago,Dominica,2494,1943,2565
Trinidad and Tobago,Cuba,120,681,306
Trinidad and Tobago,Israel,11232,14509,2457
Trinidad and Tobago,Romania,2837,12152,1636
Trinidad and Tobago,Gabon,9264,35127,89065
Trinidad and Tobago,Panama,1788,2363,2135
Trinidad and Tobago,Montserrat,27,124,13
Trinidad and Tobago,Ecuador,714,862,2786
Trinidad and Tobago,Finland,3854,744,3025
Trinidad and Tobago,Morocco,0,0,82
Trinidad and Tobago,Viet Nam,1011,117,296
Trinidad and Tobago,El Salvador,592,554,907
Trinidad and Tobago,Sri Lanka,881,522,379
Trinidad and Tobago,Portugal,539,854,2450
Trinidad and Tobago,Malta,368,263,197
Trinidad and Tobago,Slovakia,628,681,528
Trinidad and Tobago,Pakistan,,,408
Trinidad and Tobago,Saint Kitts and Nevis,111,34,43
Trinidad and Tobago,Greece,885,494,386
Trinidad and Tobago,Hungary,153,371,946
Trinidad and Tobago,Grenada,2608,1612,569
Trinidad and Tobago,Philippines,266,194,218
Trinidad and Tobago,Bahamas,152,130,206
Trinidad and Tobago,Côte d'Ivoire,52,138,84
Trinidad and Tobago,Cyprus,110,137,131
Trinidad and Tobago,Latvia,0,0,9
Trinidad and Tobago,Estonia,13,336,95
Trinidad and Tobago,Paraguay,127,145,167
Trinidad and Tobago,"Bolivia, Plurinational State of",108,340,361
Trinidad and Tobago,Trinidad and Tobago,0,56,25836
Trinidad and Tobago,Slovenia,39,36,87
Trinidad and Tobago,Bulgaria,69,0,25
Trinidad and Tobago,"Iran, Islamic Republic of",58,85,72
Trinidad and Tobago,Croatia,47,0,30
Trinidad and Tobago,Ghana,90,,1
Trinidad and Tobago,Bangladesh,0,0,10
Trinidad and Tobago,Kenya,35,114,0
Trinidad and Tobago,Uganda,27,18,0
Trinidad and Tobago,Fiji,,0,0
Trinidad and Tobago,Botswana,0,11,50
Trinidad and Tobago,Iceland,0,0,0
Trinidad and Tobago,Angola,,,
Trinidad and Tobago,Algeria,0,0,655
Trinidad and Tobago,Azerbaijan,32,0,0
Trinidad and Tobago,Cameroon,0,0,30295
Trinidad and Tobago,Georgia,0,0,1976
Trinidad and Tobago,Kazakhstan,286,178,42
Trinidad and Tobago,Kuwait,0,0,10
Trinidad and Tobago,Lithuania,9,0,0
Trinidad and Tobago,"Macao, China",0,0,1
Trinidad and Tobago,Malawi,16,0,0
Trinidad and Tobago,Mauritius,8,0,0
Trinidad and Tobago,Namibia,0,0,2438
Trinidad and Tobago,Nicaragua,2519,20,1
Trinidad and Tobago,Seychelles,0,8,0
Trinidad and Tobago,Zimbabwe,0,64,0
Trinidad and Tobago,Syrian Arab Republic,0,0,39
Trinidad and Tobago,Togo,0,0,9
Trinidad and Tobago,"Macedonia, North",0,0,220
Trinidad and Tobago,Burkina Faso,4,0,0
Trinidad and Tobago,Anguilla,153,57,22
