reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Angola,"Korea, Republic of",695558,18544,24753
Angola,Portugal,450631,536888,738560
Angola,United States of America,275906,374047,490609
Angola,South Africa,309239,322698,447411
Angola,Brazil,141861,198313,234256
Angola,Japan,30601,34771,52629
Angola,France,144053,179613,263000
Angola,Namibia,79775,186538,324761
Angola,United Kingdom,136762,101431,169494
Angola,China,45722,61311,145791
Angola,Netherlands,106751,115346,476105
Angola,Belgium,112988,141611,144472
Angola,Italy,106623,107056,103753
Angola,Germany,37233,52250,95481
Angola,Spain,77914,57533,106140
Angola,Argentina,18234,29102,63879
Angola,Thailand,16715,21021,24995
Angola,India,24575,32297,63959
Angola,Singapore,37274,34944,50595
Angola,Norway,67064,59989,46547
Angola,Viet Nam,28046,20568,27961
Angola,Russian Federation,28893,50979,24065
Angola,Sweden,17050,11591,25308
Angola,Türkiye,8364,11028,13890
Angola,Malaysia,3601,6304,14041
Angola,Indonesia,15867,11926,13707
Angola,"Hong Kong, China",16767,19142,21581
Angola,Canada,2969,4339,19240
Angola,Côte d'Ivoire,60871,30093,22601
Angola,Morocco,6660,7535,7259
Angola,Zimbabwe,302,4137,3485
Angola,Lebanon,2412,4469,7594
Angola,Switzerland,14699,8280,5697
Angola,Pakistan,,,7971
Angola,Denmark,20563,9535,11320
Angola,Ireland,3452,6918,7960
Angola,Cameroon,14621,831,1988
Angola,Paraguay,142,410,4228
Angola,Austria,1596,2037,7558
Angola,Peru,24,8523,725
Angola,Egypt,575,3184,2500
Angola,Malta,491,953,2784
Angola,New Zealand,1120,1374,1733
Angola,Romania,837,877,2148
Angola,Chile,117,110,1580
Angola,Gabon,3295,6363,6123
Angola,Finland,1326,1087,1033
Angola,Luxembourg,714,1336,1000
Angola,Czech Republic,1312,230,270
Angola,Senegal,185,317,1211
Angola,Ukraine,7982,3130,3173
Angola,"Taipei, Chinese",1336,1897,11343
Angola,Australia,1918,2073,3363
Angola,Croatia,0,0,666
Angola,Oman,2341,1124,87
Angola,Greece,166,777,823
Angola,Kenya,391,537,3936
Angola,Syrian Arab Republic,0,0,665
Angola,Poland,2045,837,1460
Angola,Serbia and Montenegro,717,10,
Angola,Sri Lanka,330,347,815
Angola,Tunisia,95,400,493
Angola,Hungary,345,437,1294
Angola,Mauritius,21,55,59
Angola,Lithuania,117,187,898
Angola,Saudi Arabia,481,44,323
Angola,Bangladesh,9,18,633
Angola,"Tanzania, United Republic of",507,1414,398
Angola,Mozambique,501,483,859
Angola,"Macao, China",0,0,0
Angola,Ghana,175,,821
Angola,Slovakia,4062,614,1130
Angola,Zambia,32,446,1107
Angola,Bulgaria,260,91,155
Angola,Uruguay,381,219,334
Angola,"Iran, Islamic Republic of",733,64,102
Angola,Philippines,596,344,403
Angola,Azerbaijan,88,35,0
Angola,Uganda,0,189,26
Angola,Colombia,272,33,51
Angola,Benin,2,21,18
Angola,Cyprus,83,588,919
Angola,Qatar,0,4,90
Angola,Botswana,335,444,288
Angola,Eswatini,109,42,49
Angola,Malawi,6,27,1
Angola,Jordan,33,107,84
Angola,Estonia,119,1030,287
Angola,Mexico,25,631,1419
Angola,Mali,9,160,68
Angola,Belarus,1638,7384,1488
Angola,Kuwait,0,231,313
Angola,Trinidad and Tobago,3,395,3
Angola,Cuba,104,114,80
Angola,Sao Tome and Principe,30,106,109
Angola,Ethiopia,0,0,0
Angola,Slovenia,88,26,48
Angola,Ecuador,13,600,1351
Angola,Cambodia,0,21,122
Angola,Kazakhstan,250,101,18
Angola,Panama,0,0,119
Angola,Yemen,,,
Angola,Burkina Faso,0,0,0
Angola,Cabo Verde,16,40,11
Angola,Costa Rica,2,7,54
Angola,Algeria,0,30,3
Angola,Niger,2,0,0
Angola,Bosnia and Herzegovina,,,0
Angola,Togo,3,193,225
Angola,Georgia,0,0,0
Angola,"Moldova, Republic of",198,99,569
Angola,Nicaragua,0,5,0
Angola,Timor-Leste,,,
Angola,Guinea,136,75,
Angola,Albania,0,0,18
Angola,Andorra,0,0,13
Angola,Barbados,0,750,0
Angola,"Bolivia, Plurinational State of",0,5,0
Angola,El Salvador,6,0,0
Angola,Guatemala,0,0,30
Angola,Guyana,35,0,0
Angola,Latvia,4,0,0
Angola,"Macedonia, North",1,0,5
Angola,"Venezuela, Bolivarian Republic of",44,38,37
Angola,Nigeria,891,20403,424
