reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Chile,Argentina,2851693,2961084,3536326
Chile,United States of America,3118380,2608958,2715041
Chile,Brazil,1351013,1460637,1879956
Chile,China,814782,998263,1283443
Chile,Germany,685525,672080,816359
Chile,Japan,469210,495777,574712
Chile,Peru,281942,254563,412574
Chile,"Korea, Republic of",572596,453999,517187
Chile,Mexico,459326,321618,381024
Chile,Spain,436577,394948,583625
Chile,France,882920,652031,475315
Chile,Italy,371959,325047,368974
Chile,"Venezuela, Bolivarian Republic of",107468,122236,71012
Chile,"Hong Kong, China",412022,309454,276578
Chile,Canada,238465,180164,231526
Chile,Netherlands,170114,140576,192375
Chile,Colombia,167991,171517,188201
Chile,United Kingdom,188922,176318,199764
Chile,Sweden,138789,129014,169584
Chile,"Taipei, Chinese",177072,171444,181603
Chile,Belgium,120625,117622,141477
Chile,Finland,71986,106665,196153
Chile,Ecuador,90851,73955,66589
Chile,Australia,71035,83227,80575
Chile,Switzerland,98366,91712,103955
Chile,India,85603,78228,71689
Chile,Thailand,64457,96051,109075
Chile,Malaysia,80217,43525,58175
Chile,Indonesia,85138,65956,67834
Chile,South Africa,53711,46706,45677
Chile,Norway,30323,20032,26751
Chile,Austria,30374,36935,44637
Chile,Uruguay,44422,52971,71632
Chile,Portugal,52047,41984,50348
Chile,Denmark,51886,57088,53413
Chile,"Bolivia, Plurinational State of",30309,32797,44001
Chile,Ukraine,13188,15800,20039
Chile,Israel,44940,31697,43108
Chile,Pakistan,,,37161
Chile,Ireland,33790,34325,47583
Chile,New Zealand,21020,15517,18275
Chile,Paraguay,61464,49140,13678
Chile,Singapore,35051,29267,18875
Chile,Türkiye,19920,19798,15528
Chile,Viet Nam,9248,10425,10331
Chile,Gabon,0,82,23503
Chile,Poland,5452,17755,14451
Chile,Luxembourg,4922,11636,11075
Chile,Sri Lanka,11168,11114,9478
Chile,Philippines,12098,11596,9121
Chile,Latvia,2807,1136,2002
Chile,Costa Rica,3781,3807,6157
Chile,Czech Republic,6443,6687,4633
Chile,Côte d'Ivoire,0,1,25
Chile,Guatemala,1783,8543,3368
Chile,Hungary,3421,2649,6377
Chile,Greece,5446,12154,2520
Chile,Iceland,3548,2278,1766
Chile,Russian Federation,20773,45144,8994
Chile,El Salvador,1859,282,674
Chile,Slovenia,2229,1641,2257
Chile,Dominican Republic,274,1661,2682
Chile,Romania,10715,8351,3189
Chile,Slovakia,511,570,636
Chile,Morocco,811,768,817
Chile,Saudi Arabia,60,81,214
Chile,Chile,0,165,228
Chile,Syrian Arab Republic,0,0,860
Chile,Cuba,2056,1031,967
Chile,Bangladesh,574,1021,630
Chile,Estonia,3555,294,898
Chile,"Iran, Islamic Republic of",472,518,1308
Chile,Bulgaria,367,419,612
Chile,Croatia,1011,127,591
Chile,Honduras,390,378,500
Chile,Kenya,304,151,943
Chile,Kazakhstan,3,0,779
Chile,Oman,237,411,0
Chile,Trinidad and Tobago,92,57,28
Chile,Cambodia,59,96,134
Chile,Guyana,26,0,277
Chile,Mauritius,564,58,62
Chile,Panama,818,115,339
Chile,"Macao, China",430,446,279
Chile,Qatar,2069,545,626
Chile,Lebanon,188,172,450
Chile,Madagascar,111,0,0
Chile,Lithuania,349,202,215
Chile,Belarus,67,994,984
Chile,Egypt,71,170,147
Chile,Jordan,0,95,57
Chile,Cyprus,770,887,442
Chile,Bahamas,197,173,141
Chile,Tunisia,623,2428,53
Chile,Nicaragua,4,51,4
Chile,"Macedonia, North",0,0,0
Chile,Mali,0,0,2
Chile,Suriname,0,,
Chile,French Polynesia,60,77,116
Chile,Jamaica,680,842,32
Chile,Zimbabwe,0,98,21
Chile,Kuwait,0,0,2
Chile,Andorra,55,63,23
Chile,Mongolia,0,,0
Chile,Barbados,27,28,40
Chile,Bosnia and Herzegovina,,,29
Chile,Malta,11,33,30
Chile,Uganda,0,0,83
Chile,Mauritania,2,0,21
Chile,Ghana,0,,0
Chile,Saint Lucia,7,9,0
Chile,Fiji,,7,2
Chile,Serbia and Montenegro,5,7,
Chile,Yemen,,,
Chile,Belize,0,0,0
Chile,Faroe Islands,140,0,2
Chile,Algeria,0,0,211
Chile,Azerbaijan,0,29,0
Chile,Benin,0,18,0
Chile,Malawi,5,0,0
Chile,Namibia,14,1,12
Chile,Papua New Guinea,0,0,23
Chile,Senegal,0,0,8
Chile,Togo,0,8,23
Chile,"Tanzania, United Republic of",0,1,110
Chile,Zambia,1,0,10
Chile,Nepal,,,27
Chile,Nigeria,110234,141197,86065
