reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Greenland,Denmark,233006,319135,354285
Greenland,Sweden,1861,2168,14434
Greenland,Norway,45612,32145,30413
Greenland,Canada,5517,2932,5704
Greenland,Iceland,8252,4710,3206
Greenland,United States of America,4744,4010,2998
Greenland,Germany,14385,2326,3232
Greenland,United Kingdom,4311,514,1075
Greenland,Finland,1727,1902,2246
Greenland,Belgium,6155,3074,879
Greenland,Lithuania,4,0,0
Greenland,Mexico,0,0,0
Greenland,Faroe Islands,6978,7515,78
Greenland,Netherlands,117,262,394
Greenland,Ireland,1767,27,241
Greenland,China,429,144,569
Greenland,"Hong Kong, China",0,0,401
Greenland,Czech Republic,206,148,221
Greenland,Thailand,72,0,177
Greenland,Viet Nam,418,86,59
Greenland,France,269,568,405
Greenland,India,517,69,6
Greenland,Pakistan,,,181
Greenland,Türkiye,0,6,0
Greenland,Italy,360,101,195
Greenland,Spain,27905,39,291
Greenland,Japan,434,285,350
Greenland,"Taipei, Chinese",0,2,73
Greenland,Poland,0,0,0
Greenland,New Zealand,190,71,10
Greenland,Israel,0,0,778
Greenland,Switzerland,13,131,177
Greenland,Luxembourg,0,0,331
Greenland,Portugal,66,2,8
Greenland,Cyprus,0,0,28
Greenland,Sri Lanka,9,0,0
Greenland,South Africa,0,0,0
Greenland,Peru,0,0,0
Greenland,Austria,31,119,59
Greenland,Argentina,0,0,0
Greenland,Cambodia,0,0,0
Greenland,Philippines,0,7,0
Greenland,Greece,1183,29,0
Greenland,Indonesia,44,0,13
Greenland,Serbia and Montenegro,2,0,
Greenland,"Korea, Republic of",1,6,16
Greenland,Brazil,0,0,2
Greenland,Bulgaria,0,11,0
Greenland,Colombia,0,0,22
Greenland,Dominican Republic,0,25,192
Greenland,Ethiopia,36,0,0
Greenland,Estonia,0,0,52
Greenland,"Macao, China",0,48,14
Greenland,Malawi,0,843,0
Greenland,Russian Federation,8,7130,0
Greenland,Singapore,624,0,0
Greenland,Togo,0,9,0
