reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Burkina Faso,France,115539,159243,236144
Burkina Faso,Côte d'Ivoire,122918,147022,112934
Burkina Faso,Togo,22839,32560,72283
Burkina Faso,Italy,16204,20174,24465
Burkina Faso,Belgium,18508,20130,36447
Burkina Faso,Senegal,2987,6330,29557
Burkina Faso,United States of America,4405,18780,10954
Burkina Faso,Spain,11082,19668,20177
Burkina Faso,Germany,9685,9464,23143
Burkina Faso,India,7859,16457,22849
Burkina Faso,Netherlands,7602,9549,15511
Burkina Faso,China,4060,5818,11710
Burkina Faso,Ukraine,1004,1438,7321
Burkina Faso,Morocco,4190,4530,6519
Burkina Faso,Finland,42,1737,593
Burkina Faso,Lebanon,616,481,826
Burkina Faso,Denmark,8045,4290,3987
Burkina Faso,Canada,3463,1391,2153
Burkina Faso,Brazil,1032,1886,5076
Burkina Faso,"Hong Kong, China",3559,7387,7944
Burkina Faso,Tunisia,2629,6137,7440
Burkina Faso,United Kingdom,11080,3830,6095
Burkina Faso,Mali,4906,7582,7773
Burkina Faso,Benin,972,1116,2155
Burkina Faso,Japan,7169,8613,7244
Burkina Faso,Thailand,1170,1031,2426
Burkina Faso,Russian Federation,2385,1943,3993
Burkina Faso,Romania,64,47,113
Burkina Faso,Türkiye,727,1602,3095
Burkina Faso,Niger,1322,1029,2168
Burkina Faso,Israel,1,2669,1637
Burkina Faso,Portugal,863,1076,1518
Burkina Faso,Indonesia,717,1218,2321
Burkina Faso,Sweden,240,297,1022
Burkina Faso,Switzerland,672,921,1206
Burkina Faso,Czech Republic,225,83,248
Burkina Faso,Syrian Arab Republic,0,0,2495
Burkina Faso,Ireland,1632,1256,844
Burkina Faso,Kenya,145,796,2055
Burkina Faso,"Iran, Islamic Republic of",115,348,33
Burkina Faso,"Korea, Republic of",511,416,1115
Burkina Faso,Australia,145,384,260
Burkina Faso,Slovakia,101,224,149
Burkina Faso,Austria,666,968,492
Burkina Faso,"Taipei, Chinese",688,231,164
Burkina Faso,Viet Nam,1023,98,166
Burkina Faso,Poland,820,426,367
Burkina Faso,Argentina,19,73,63
Burkina Faso,Peru,446,305,323
Burkina Faso,Kazakhstan,0,0,0
Burkina Faso,Lithuania,13,33,63
Burkina Faso,Norway,50,165,129
Burkina Faso,Luxembourg,228,167,110
Burkina Faso,Chile,99,0,0
Burkina Faso,Egypt,156,448,363
Burkina Faso,Pakistan,,,121
Burkina Faso,Ghana,2467,,2436
Burkina Faso,Dominican Republic,0,0,5
Burkina Faso,Greece,344,218,149
Burkina Faso,Mexico,1,0,0
Burkina Faso,Qatar,0,0,42
Burkina Faso,Colombia,0,0,0
Burkina Faso,Mauritius,154,525,563
Burkina Faso,Guinea,118,0,
Burkina Faso,Croatia,706,2,71
Burkina Faso,Malaysia,0,1387,320
Burkina Faso,Sri Lanka,0,0,0
Burkina Faso,Serbia and Montenegro,5,0,
Burkina Faso,Zimbabwe,0,98,34
Burkina Faso,Gabon,26,4,27
Burkina Faso,Kuwait,0,0,180
Burkina Faso,Hungary,165,109,70
Burkina Faso,Algeria,0,24,120
Burkina Faso,Bangladesh,0,0,0
Burkina Faso,Mozambique,0,11,6
Burkina Faso,Malawi,2,0,0
Burkina Faso,Namibia,0,0,0
Burkina Faso,New Zealand,0,1,11
Burkina Faso,Belarus,0,340,1401
Burkina Faso,Madagascar,27,58,0
Burkina Faso,Rwanda,1,2,0
Burkina Faso,Cameroon,3,31,58
Burkina Faso,Jordan,0,0,0
Burkina Faso,Azerbaijan,0,0,263
Burkina Faso,Bulgaria,393,40,280
Burkina Faso,Burundi,2,0,0
Burkina Faso,Cambodia,0,192,62
Burkina Faso,Latvia,0,941,0
Burkina Faso,"Moldova, Republic of",0,102,0
Burkina Faso,Philippines,145,23,149
Burkina Faso,Singapore,1047,3041,0
Burkina Faso,South Africa,0,2053,4513
Burkina Faso,Trinidad and Tobago,0,12,0
Burkina Faso,Uganda,0,0,8
Burkina Faso,"Venezuela, Bolivarian Republic of",36069,44512,39170
Burkina Faso,Central African Republic,15,0,0
Burkina Faso,Nigeria,0,24,100
