reporter,partner,Exported value in 2001,Exported value in 2002,Exported value in 2003
"Korea, Dem. People's Rep.",China,166739,270685,395345
"Korea, Dem. People's Rep.",Japan,225623,235073,174569
"Korea, Dem. People's Rep.",Thailand,24125,44695,50921
"Korea, Dem. People's Rep.",Brazil,66349,78329,70033
"Korea, Dem. People's Rep.",Mexico,99638,37471,24382
"Korea, Dem. People's Rep.",France,9724,6424,7989
"Korea, Dem. People's Rep.",Germany,23307,28867,23832
"Korea, Dem. People's Rep.","Hong Kong, China",37969,21924,16560
"Korea, Dem. People's Rep.",Egypt,1302,573,14732
"Korea, Dem. People's Rep.",Cuba,2279,1813,6343
"Korea, Dem. People's Rep.",Colombia,5773,4783,18075
"Korea, Dem. People's Rep.",Czech Republic,515,909,2763
"Korea, Dem. People's Rep.",Algeria,5368,10581,4161
"Korea, Dem. People's Rep.",Ireland,8614,2312,6284
"Korea, Dem. People's Rep.",Nicaragua,12111,7797,4978
"Korea, Dem. People's Rep.",Bangladesh,24967,20044,6904
"Korea, Dem. People's Rep.",Yemen,,,
"Korea, Dem. People's Rep.",Netherlands,11370,6270,2195
"Korea, Dem. People's Rep.",Lebanon,21882,7455,3899
"Korea, Dem. People's Rep.",Slovenia,2551,1751,3696
"Korea, Dem. People's Rep.",Poland,8350,8147,5782
"Korea, Dem. People's Rep.",Indonesia,2110,2863,402
"Korea, Dem. People's Rep.",Australia,2586,9992,6833
"Korea, Dem. People's Rep.",Spain,12446,10260,8430
"Korea, Dem. People's Rep.",Saudi Arabia,13541,49056,6591
"Korea, Dem. People's Rep.",Türkiye,5475,2420,2440
"Korea, Dem. People's Rep.","Taipei, Chinese",3546,3244,1521
"Korea, Dem. People's Rep.",El Salvador,174,2254,4937
"Korea, Dem. People's Rep.",Belgium,6628,4609,3782
"Korea, Dem. People's Rep.",Russian Federation,16659,10963,2957
"Korea, Dem. People's Rep.",Italy,2673,3251,3549
"Korea, Dem. People's Rep.",Costa Rica,3075,2116,1710
"Korea, Dem. People's Rep.",Bulgaria,2638,2648,2584
"Korea, Dem. People's Rep.",Greece,152,185,83
"Korea, Dem. People's Rep.",Honduras,7786,3037,5673
"Korea, Dem. People's Rep.",Pakistan,,,18
"Korea, Dem. People's Rep.",Guatemala,9745,4330,4292
"Korea, Dem. People's Rep.",Ukraine,11308,5871,5454
"Korea, Dem. People's Rep.",Denmark,3703,2815,2135
"Korea, Dem. People's Rep.",Belarus,276,103,80
"Korea, Dem. People's Rep.",Peru,1135,13187,2010
"Korea, Dem. People's Rep.",Suriname,1793,,
"Korea, Dem. People's Rep.",Serbia and Montenegro,205,482,
"Korea, Dem. People's Rep.",Singapore,3049,796,1147
"Korea, Dem. People's Rep.",India,3777,4917,1094
"Korea, Dem. People's Rep.",United States of America,26,78,0
"Korea, Dem. People's Rep.",Ghana,73,,4327
"Korea, Dem. People's Rep.",Romania,1004,1673,2794
"Korea, Dem. People's Rep.",Mauritius,761,482,937
"Korea, Dem. People's Rep.",Austria,1842,1359,1466
"Korea, Dem. People's Rep.",Trinidad and Tobago,1697,2479,2152
"Korea, Dem. People's Rep.",Zimbabwe,57,320,142
"Korea, Dem. People's Rep.",Seychelles,0,0,13
"Korea, Dem. People's Rep.",Cambodia,2579,2017,2460
"Korea, Dem. People's Rep.",Angola,,,
