reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Antigua and Barbuda,United States of America,95526,81359,127314
Antigua and Barbuda,China,1195,2951,3116
Antigua and Barbuda,Singapore,43933,34603,48562
Antigua and Barbuda,Poland,55349,29376,33435
Antigua and Barbuda,Trinidad and Tobago,29735,18733,25147
Antigua and Barbuda,Japan,6133,9832,13358
Antigua and Barbuda,Germany,21479,92865,28906
Antigua and Barbuda,United Kingdom,25012,25723,28923
Antigua and Barbuda,Canada,6887,5740,13104
Antigua and Barbuda,Netherlands,1796,16680,5870
Antigua and Barbuda,Lithuania,345,7,603
Antigua and Barbuda,Italy,3078,2664,4127
Antigua and Barbuda,Chile,163,244,261
Antigua and Barbuda,Barbados,6106,7207,6321
Antigua and Barbuda,Guyana,2356,8008,7071
Antigua and Barbuda,France,2136,6216,5298
Antigua and Barbuda,Dominica,3633,3530,4014
Antigua and Barbuda,Switzerland,3256,1559,2732
Antigua and Barbuda,Jamaica,3118,5213,3097
Antigua and Barbuda,Spain,21294,6646,5413
Antigua and Barbuda,Saint Vincent and the Grenadines,2538,2371,2725
Antigua and Barbuda,"Korea, Republic of",31137,50962,3037
Antigua and Barbuda,Colombia,196,603,3738
Antigua and Barbuda,Brazil,1183,908,1237
Antigua and Barbuda,Indonesia,891,1410,2432
Antigua and Barbuda,Côte d'Ivoire,1669,600,391
Antigua and Barbuda,South Africa,573,432,425
Antigua and Barbuda,"Venezuela, Bolivarian Republic of",13543,5404,953
Antigua and Barbuda,Finland,299,408,13867
Antigua and Barbuda,Honduras,0,463,750
Antigua and Barbuda,Dominican Republic,492,425,425
Antigua and Barbuda,Australia,505,998,650
Antigua and Barbuda,Norway,762,1447,12416
Antigua and Barbuda,Denmark,1279,682,1209
Antigua and Barbuda,Ireland,271,625,931
Antigua and Barbuda,"Taipei, Chinese",160,137,49
Antigua and Barbuda,Costa Rica,136,243,309
Antigua and Barbuda,Saint Lucia,1388,1080,740
Antigua and Barbuda,Sweden,1412,7530,1838
Antigua and Barbuda,India,211,111,4618
Antigua and Barbuda,Greece,3125,4805,3527
Antigua and Barbuda,Estonia,514,3309,1815
Antigua and Barbuda,Malaysia,326,15270,856
Antigua and Barbuda,Portugal,505,131,247
Antigua and Barbuda,New Zealand,278,168,344
Antigua and Barbuda,Grenada,1134,1170,1072
Antigua and Barbuda,Mexico,1455,1348,915
Antigua and Barbuda,Montserrat,272,589,834
Antigua and Barbuda,Türkiye,95,4195,17873
Antigua and Barbuda,Belgium,833,415,573
Antigua and Barbuda,"Tanzania, United Republic of",32,46,216
Antigua and Barbuda,Latvia,4,12,69
Antigua and Barbuda,Kenya,0,0,35
Antigua and Barbuda,Bulgaria,136,10175,6176
Antigua and Barbuda,Tunisia,518,60,7
Antigua and Barbuda,Thailand,225,89,180
Antigua and Barbuda,Peru,42,125,160
Antigua and Barbuda,Romania,25,130,62
Antigua and Barbuda,Cuba,7,0,0
Antigua and Barbuda,Austria,4018,66,159
Antigua and Barbuda,Argentina,121,1388,58
Antigua and Barbuda,Cyprus,11,13,87
Antigua and Barbuda,Hungary,149,11,3
Antigua and Barbuda,Belize,96,102,72
Antigua and Barbuda,Panama,26,1,0
Antigua and Barbuda,Suriname,46,,
Antigua and Barbuda,Malta,9,24,0
Antigua and Barbuda,Czech Republic,0,31,93
Antigua and Barbuda,Serbia and Montenegro,0,0,
Antigua and Barbuda,Slovenia,1,147,0
Antigua and Barbuda,Croatia,2,85,26
Antigua and Barbuda,Ukraine,2,18,0
Antigua and Barbuda,Philippines,717,90,213
Antigua and Barbuda,Angola,,,
Antigua and Barbuda,Saint Kitts and Nevis,109,32,134
Antigua and Barbuda,Bahamas,94,129,154
Antigua and Barbuda,Ecuador,0,34,4
Antigua and Barbuda,Togo,0,0,0
Antigua and Barbuda,Madagascar,10,16,2
Antigua and Barbuda,Sri Lanka,14,38,182
Antigua and Barbuda,Lebanon,0,29,41
Antigua and Barbuda,Israel,18,147,40
Antigua and Barbuda,Ghana,20,,2757
Antigua and Barbuda,El Salvador,0,5,260
Antigua and Barbuda,Slovakia,0,0,0
Antigua and Barbuda,Zimbabwe,0,45,7
Antigua and Barbuda,Algeria,87,5,0
Antigua and Barbuda,Botswana,0,0,68
Antigua and Barbuda,Uruguay,7,12,0
Antigua and Barbuda,Morocco,11269,0,0
Antigua and Barbuda,Namibia,1,205,1
Antigua and Barbuda,Guatemala,0,0,6
Antigua and Barbuda,Albania,0,0,5
Antigua and Barbuda,Benin,0,0,69
Antigua and Barbuda,Luxembourg,0,9,0
Antigua and Barbuda,Russian Federation,0,0,3
Antigua and Barbuda,Viet Nam,934,390,411
Antigua and Barbuda,Uganda,18,0,0
Antigua and Barbuda,Egypt,1,1,1
Antigua and Barbuda,Zambia,0,0,2
Antigua and Barbuda,Anguilla,18,40,80
