reporter,partner,Imported value in 2001,Imported value in 2002,Imported value in 2003
Hungary,Germany,9330936,10494459,13434077
Hungary,Austria,2969530,3150683,3590188
Hungary,Italy,2662658,2562099,3247136
Hungary,Russian Federation,2379001,2167350,2821027
Hungary,China,1030578,1448830,2286294
Hungary,France,1640340,1849686,2210235
Hungary,Netherlands,1055187,1249028,1778218
Hungary,Poland,733643,903530,1270885
Hungary,Czech Republic,630816,1074292,1110621
Hungary,United Kingdom,885791,1123456,1398842
Hungary,Japan,739351,802674,1104954
Hungary,Slovakia,679574,789130,1067965
Hungary,Belgium,857099,995731,1307427
Hungary,United States of America,685532,687861,933245
Hungary,Spain,538281,600237,866501
Hungary,Romania,371466,431038,617172
Hungary,Ukraine,468460,525109,850379
Hungary,"Korea, Republic of",228230,363524,661345
Hungary,"Hong Kong, China",347423,586232,433123
Hungary,Switzerland,411719,462338,631551
Hungary,Sweden,300889,419865,538612
Hungary,Malaysia,157454,108416,181672
Hungary,Finland,288567,316286,404554
Hungary,Singapore,214353,491488,414742
Hungary,Türkiye,170230,200934,284647
Hungary,Slovenia,156516,185300,252367
Hungary,Denmark,157268,207730,252212
Hungary,"Taipei, Chinese",191120,263213,246332
Hungary,Estonia,31101,43632,57510
Hungary,Ireland,151547,136383,156597
Hungary,Thailand,137351,118673,144210
Hungary,Belarus,75404,70816,105475
Hungary,Serbia and Montenegro,64745,78699,
Hungary,India,42109,50720,77032
Hungary,Portugal,86868,84788,106901
Hungary,Croatia,56926,82875,80506
Hungary,Philippines,54726,79140,42137
Hungary,Indonesia,39820,70174,97509
Hungary,Bulgaria,33217,38610,62576
Hungary,Israel,78533,50777,62951
Hungary,Greece,58752,67284,70462
Hungary,Mexico,38593,62278,57218
Hungary,Brazil,74560,47664,48689
Hungary,Bosnia and Herzegovina,,,4700
Hungary,Luxembourg,25778,32989,47439
Hungary,Lithuania,15363,28051,44799
Hungary,Canada,27217,47623,72782
Hungary,Norway,28385,33778,36867
Hungary,Kazakhstan,7904,12626,19971
Hungary,Malta,18242,15835,37218
Hungary,Viet Nam,17036,21206,18338
Hungary,Pakistan,,,18385
Hungary,"Moldova, Republic of",7232,9166,8008
Hungary,Latvia,3389,3907,6246
Hungary,Australia,12969,13717,16329
Hungary,Argentina,8505,9879,10190
Hungary,"Iran, Islamic Republic of",4606,5442,5783
Hungary,South Africa,3255,8514,5461
Hungary,Bangladesh,3069,4119,2990
Hungary,"Tanzania, United Republic of",2058,1511,1405
Hungary,Syrian Arab Republic,0,0,3407
Hungary,New Zealand,1096,1000,2552
Hungary,Egypt,2801,2342,1458
Hungary,Iceland,42,305,188
Hungary,Lebanon,68,21,88
Hungary,"Macedonia, North",2582,2684,2833
Hungary,Morocco,1310,1375,1909
Hungary,Tunisia,991,1057,1002
Hungary,Zimbabwe,0,1116,25
Hungary,Sri Lanka,1638,764,1128
Hungary,Costa Rica,549,908,1500
Hungary,Peru,1051,728,933
Hungary,Colombia,249,327,393
Hungary,Malawi,1673,1001,1687
Hungary,Armenia,733,173,64
Hungary,Uruguay,121,610,402
Hungary,Ethiopia,175,250,502
Hungary,Cyprus,841,925,669
Hungary,Uganda,702,602,957
Hungary,"Macao, China",463,122,130
Hungary,Jordan,87,45,329
Hungary,Dominican Republic,21,66,74
Hungary,Kyrgyzstan,1169,1370,254
Hungary,Kenya,84,648,706
Hungary,Cambodia,61,354,309
Hungary,Honduras,72,96,685
Hungary,Namibia,16,17,82
Hungary,Georgia,310,109,532
Hungary,Qatar,0,22,2
Hungary,Mauritius,50,138,148
Hungary,Barbados,147,13,31
Hungary,Albania,47,74,1115
Hungary,Saudi Arabia,615,0,0
Hungary,Ecuador,177,84,49
Hungary,"Venezuela, Bolivarian Republic of",179,156,187
Hungary,Mongolia,0,,13
Hungary,Cuba,4,0,10
Hungary,Kuwait,25,74,25
Hungary,"Bolivia, Plurinational State of",1,0,0
Hungary,Guinea,9,3,
Hungary,Guyana,10,13,14
Hungary,Suriname,75,,
Hungary,Fiji,,0,4
Hungary,Oman,4,20,10
Hungary,Faroe Islands,0,0,0
Hungary,Sudan (before 2012),303,0,0
Hungary,Ghana,0,,27
Hungary,Bahamas,2,0,2
Hungary,Algeria,967,1,1
Hungary,Paraguay,0,0,0
Hungary,Yemen,,,
Hungary,Belize,0,0,0
Hungary,El Salvador,1,4,0
Hungary,Gabon,0,0,0
Hungary,Guatemala,0,1,2
Hungary,Jamaica,0,0,0
Hungary,Madagascar,109,7,0
Hungary,Mozambique,0,0,0
Hungary,Senegal,0,0,0
Hungary,Zambia,14,0,1
Hungary,Azerbaijan,0,2,0
Hungary,Bahrain,201,0,50
Hungary,Burundi,21,0,0
Hungary,Chile,429,0,0
Hungary,Côte d'Ivoire,559,40,25
Hungary,Mali,0,169,0
Hungary,Montserrat,0,0,0
Hungary,Nicaragua,14,2,0
Hungary,Togo,12,0,0
Hungary,Trinidad and Tobago,0,0,0
Hungary,Nepal,,,35
Hungary,Nigeria,0,0,1391
